Name,Close
GOOGL,178.01
GOOGL,176.34
GOOGL,169.81
GOOGL,164.91
GOOGL,184.56
GOOGL,179.18
GOOGL,180.02
GOOGL,179.86
GOOGL,173.42
GOOGL,183.65
GOOGL,171.29
GOOGL,165.78
GOOGL,165.74
GOOGL,159.55
GOOGL,155.89
GOOGL,145.65
GOOGL,156.2
GOOGL,155.17
GOOGL,150.21
GOOGL,148.86
GOOGL,140.23
GOOGL,129.91
GOOGL,131.35
GOOGL,128.85
GOOGL,141.17
GOOGL,146.19
GOOGL,146.63
GOOGL,133.13
GOOGL,137.69
GOOGL,139.85
GOOGL,137.31
GOOGL,142.14
GOOGL,151.21
GOOGL,153.14
GOOGL,154.56
GOOGL,150.26
GOOGL,158.04
GOOGL,155.49
GOOGL,162.8
GOOGL,157.78
GOOGL,155.3
GOOGL,155.24
GOOGL,148.7
GOOGL,149.16
GOOGL,151.63
GOOGL,150.33
GOOGL,148.86
GOOGL,151.71
GOOGL,153.98
GOOGL,160.82
GOOGL,164.19
GOOGL,167.2
GOOGL,161.17
GOOGL,162.76
GOOGL,157.69
GOOGL,156.5
GOOGL,157.32
GOOGL,150.64
GOOGL,149.64
GOOGL,149.98
GOOGL,141.52
GOOGL,151.69
GOOGL,153.4
GOOGL,162.51
GOOGL,162.1
GOOGL,165.91
GOOGL,174.51
GOOGL,171.83
GOOGL,169.43
GOOGL,170.46
GOOGL,170.4
GOOGL,171.67
GOOGL,177.04
GOOGL,185.83
GOOGL,189.57
GOOGL,179.43
GOOGL,179.2
GOOGL,181.71
GOOGL,179.02
GOOGL,171.5
GOOGL,176.73
GOOGL,171.49
GOOGL,173.4
GOOGL,165.2
GOOGL,172.9
GOOGL,170.99
GOOGL,168.76
GOOGL,169.16
GOOGL,163.74
GOOGL,162.9
GOOGL,159.62
GOOGL,152.97
GOOGL,154.44
GOOGL,145.59
GOOGL,154.24
GOOGL,159.11
GOOGL,161.93
GOOGL,162.37
GOOGL,160.0
GOOGL,167.84
GOOGL,166.72
GOOGL,165.13
GOOGL,165.25
GOOGL,174.48
GOOGL,173.76
GOOGL,172.21
GOOGL,176.82
GOOGL,174.02
GOOGL,171.52
GOOGL,174.2
GOOGL,177.22
GOOGL,181.43
GOOGL,185.07
GOOGL,184.3
GOOGL,179.5
GOOGL,181.18
GOOGL,186.44
GOOGL,189.24
GOOGL,184.64
GOOGL,189.94
GOOGL,194.56
GOOGL,196.32
GOOGL,189.84
GOOGL,190.93
GOOGL,192.12
GOOGL,192.54
GOOGL,194.94
GOOGL,193.17
GOOGL,192.05
GOOGL,195.93
GOOGL,198.18
GOOGL,197.04
GOOGL,201.19
GOOGL,201.7
GOOGL,201.94
GOOGL,198.5
GOOGL,203.87
GOOGL,204.19
GOOGL,199.7
GOOGL,194.96
GOOGL,193.94
GOOGL,195.2
GOOGL,198.62
GOOGL,199.64
GOOGL,198.79
GOOGL,198.45
GOOGL,196.95
GOOGL,202.38
GOOGL,202.98
GOOGL,205.41
GOOGL,208.82
GOOGL,213.49
GOOGL,214.41
GOOGL,216.04
GOOGL,220.36
GOOGL,222.38
GOOGL,219.6
GOOGL,218.03
GOOGL,216.52
GOOGL,214.71
GOOGL,212.63
GOOGL,208.59
GOOGL,208.21
GOOGL,207.79
GOOGL,207.24
GOOGL,210.26
GOOGL,203.88
GOOGL,203.04
GOOGL,204.85
GOOGL,208.09
GOOGL,212.87
GOOGL,212.28
GOOGL,211.01
GOOGL,209.7
GOOGL,204.45
GOOGL,205.01
GOOGL,198.51
GOOGL,201.45
GOOGL,205.4
GOOGL,207.41
GOOGL,212.36
GOOGL,212.56
GOOGL,219.3
GOOGL,221.52
GOOGL,215.34
GOOGL,215.3
GOOGL,214.16
GOOGL,214.06
GOOGL,218.89
GOOGL,223.58
GOOGL,222.62
GOOGL,220.14
GOOGL,218.34
GOOGL,223.04
GOOGL,221.75
GOOGL,226.33
GOOGL,227.09
GOOGL,225.8
GOOGL,225.41
GOOGL,228.78
GOOGL,228.53
GOOGL,227.2
GOOGL,229.52
GOOGL,231.37
GOOGL,230.23
GOOGL,222.67
GOOGL,222.86
GOOGL,222.21
GOOGL,230.44
GOOGL,232.85
GOOGL,234.6
GOOGL,235.92
GOOGL,234.23
GOOGL,233.26
GOOGL,232.61
GOOGL,231.07
GOOGL,228.11
GOOGL,226.73
GOOGL,228.99
GOOGL,230.88
GOOGL,229.54
GOOGL,232.22
GOOGL,235.71
GOOGL,236.31
GOOGL,237.8
GOOGL,239.01
GOOGL,244.39
GOOGL,246.11
GOOGL,245.98
GOOGL,248.75
GOOGL,249.78
GOOGL,249.48
GOOGL,248.63
GOOGL,246.49
GOOGL,249.51
GOOGL,249.51
GOOGL,248.17
GOOGL,243.84
GOOGL,242.53
GOOGL,244.5
GOOGL,249.62
GOOGL,259.03
GOOGL,257.35
GOOGL,258.38
GOOGL,262.28
GOOGL,263.32
GOOGL,267.93
GOOGL,265.22
GOOGL,275.2
GOOGL,276.32
GOOGL,276.14
GOOGL,275.83
GOOGL,277.32
GOOGL,277.12
