Date,Name,Open,Close,Return
2017-01-03,GOOGL,800.62,808.01,0.009230346481476838
2017-01-04,GOOGL,809.89,807.77,-0.0026176394325155327
2017-01-05,GOOGL,807.5,813.02,0.006835913312693476
2017-01-06,GOOGL,814.99,825.21,0.012540031166026611
2017-01-09,GOOGL,826.37,827.18,0.0009801904715804608
2017-01-10,GOOGL,827.07,826.01,-0.0012816327517623165
2017-01-11,GOOGL,826.62,829.86,0.003919576105102718
2017-01-12,GOOGL,828.38,829.53,0.001388251768512008
2017-01-13,GOOGL,831.0,830.94,-7.220216606491628e-05
2017-01-17,GOOGL,830.0,827.46,-0.003060240963855378
2017-01-18,GOOGL,829.8,829.02,-0.0009399855386839875
2017-01-19,GOOGL,829.0,824.37,-0.005585042219541611
2017-01-20,GOOGL,829.09,828.17,-0.0011096503395289687
2017-01-23,GOOGL,831.61,844.43,0.015415880039922484
2017-01-24,GOOGL,846.98,849.53,0.00301069682873262
2017-01-25,GOOGL,853.55,858.45,0.005740729892800763
2017-01-26,GOOGL,859.05,856.98,-0.0024096385542167935
2017-01-27,GOOGL,859.0,845.03,-0.016263096623981406
2017-01-30,GOOGL,837.06,823.83,-0.015805318615152924
2017-01-31,GOOGL,819.5,820.19,0.0008419768151312441
2017-02-01,GOOGL,824.0,815.24,-0.010631067961165037
2017-02-02,GOOGL,815.0,818.26,0.003999999999999989
2017-02-03,GOOGL,823.13,820.13,-0.003644624785878294
2017-02-06,GOOGL,820.92,821.62,0.0008527018467086263
2017-02-07,GOOGL,825.5,829.23,0.004518473652331942
2017-02-08,GOOGL,830.53,829.88,-0.0007826327766606592
2017-02-09,GOOGL,831.73,830.06,-0.0020078631286596284
2017-02-10,GOOGL,832.95,834.85,0.002281049282670001
2017-02-13,GOOGL,837.7,838.96,0.001504118419481904
2017-02-14,GOOGL,839.77,840.03,0.0003096085833025601
2017-02-15,GOOGL,838.81,837.32,-0.0017763259856223644
2017-02-16,GOOGL,838.5,842.17,0.00437686344663084
2017-02-17,GOOGL,841.31,846.55,0.00622838192818344
2017-02-21,GOOGL,847.99,849.27,0.0015094517624028264
2017-02-22,GOOGL,848.0,851.36,0.003962264150943412
2017-02-23,GOOGL,851.08,851.0,-9.399821403398143e-05
2017-02-24,GOOGL,847.65,847.81,0.00018875715212642973
2017-02-27,GOOGL,844.95,849.67,0.00558612935676657
2017-02-28,GOOGL,847.35,844.93,-0.002855962707263908
2017-03-01,GOOGL,851.38,856.75,0.006307406798374409
2017-03-02,GOOGL,856.31,849.85,-0.007543996917004266
2017-03-03,GOOGL,848.94,849.08,0.00016491153673991841
2017-03-06,GOOGL,846.86,847.27,0.0004841414165268972
2017-03-07,GOOGL,847.26,851.15,0.004591270684323568
2017-03-08,GOOGL,853.12,853.64,0.00060952738184544
2017-03-09,GOOGL,853.69,857.84,0.004861249399664957
2017-03-10,GOOGL,862.7,861.4,-0.0015068969514316312
2017-03-13,GOOGL,860.83,864.58,0.004356260818047698
2017-03-14,GOOGL,863.75,865.91,0.0025007235890014104
2017-03-15,GOOGL,867.94,868.39,0.0005184690185956769
2017-03-16,GOOGL,870.53,870.0,-0.0006088245092070035
2017-03-17,GOOGL,873.68,872.37,-0.0014994048164086915
2017-03-20,GOOGL,869.48,867.91,-0.001805676956341779
2017-03-21,GOOGL,870.06,850.14,-0.02289497276049923
2017-03-22,GOOGL,849.48,849.8,0.0003767010406365498
2017-03-23,GOOGL,841.39,839.65,-0.0020680065130320173
2017-03-24,GOOGL,842.0,835.14,-0.008147268408551085
2017-03-27,GOOGL,828.09,838.51,0.012583173326570734
2017-03-28,GOOGL,839.69,840.63,0.0011194607533731983
2017-03-29,GOOGL,842.75,849.87,0.008448531592999116
2017-03-30,GOOGL,851.98,849.48,-0.002934341181717881
2017-03-31,GOOGL,846.83,847.8,0.001145448319024968
2017-04-03,GOOGL,848.75,856.75,0.00942562592047128
2017-04-04,GOOGL,848.0,852.57,0.005389150943396285
2017-04-05,GOOGL,854.71,848.91,-0.006785927390577
2017-04-06,GOOGL,849.5,845.1,-0.00517951736315477
2017-04-07,GOOGL,845.0,842.1,-0.0034319526627218664
2017-04-10,GOOGL,841.54,841.7,0.00019012762316714815
2017-04-11,GOOGL,841.7,839.88,-0.0021622906023524412
2017-04-12,GOOGL,838.46,841.46,0.00357798821649214
2017-04-13,GOOGL,841.04,840.18,-0.0010225435175497167
2017-04-17,GOOGL,841.38,855.13,0.016342199719508427
2017-04-18,GOOGL,852.54,853.99,0.0017007999624651577
2017-04-19,GOOGL,857.38,856.51,-0.0010147192610044607
2017-04-20,GOOGL,859.74,860.08,0.0003954683974225136
2017-04-21,GOOGL,860.62,858.95,-0.0019404615277357708
2017-04-24,GOOGL,868.44,878.93,0.01207913039473066
2017-04-25,GOOGL,882.26,888.84,0.007458118921859816
2017-04-26,GOOGL,891.39,889.14,-0.0025241476794669
2017-04-27,GOOGL,890.0,891.44,0.001617977528089949
2017-04-28,GOOGL,929.0,924.52,-0.004822389666307878
2017-05-01,GOOGL,924.15,932.82,0.009381593897094706
2017-05-02,GOOGL,933.27,937.09,0.004093134891296249
2017-05-03,GOOGL,936.05,948.45,0.013247155600662456
2017-05-04,GOOGL,950.29,954.72,0.004661734838838738
2017-05-05,GOOGL,956.72,950.28,-0.006731332051174904
2017-05-08,GOOGL,947.45,958.69,0.011863422871919372
2017-05-09,GOOGL,961.33,956.71,-0.004805841906525339
2017-05-10,GOOGL,956.22,954.84,-0.0014431825312166608
2017-05-11,GOOGL,951.29,955.89,0.004835539110050587
2017-05-12,GOOGL,957.85,955.14,-0.002829253014563905
2017-05-15,GOOGL,955.29,959.22,0.004113933988631791
2017-05-16,GOOGL,963.55,964.61,0.0011000985937419533
2017-05-17,GOOGL,959.7,942.17,-0.018266124830676342
2017-05-18,GOOGL,943.2,950.5,0.007739609838846431
2017-05-19,GOOGL,952.82,954.65,0.0019206145966708583
2017-05-22,GOOGL,957.0,964.07,0.007387669801462957
2017-05-23,GOOGL,969.96,970.55,0.0006082725060826406
2017-05-24,GOOGL,975.26,977.61,0.0024096138465640165
2017-05-25,GOOGL,979.0,991.86,0.013135852911133825
2017-05-26,GOOGL,992.0,993.27,0.0012802419354838526
2017-05-30,GOOGL,992.5,996.17,0.003697732997481067
2017-05-31,GOOGL,996.21,987.09,-0.009154696298973112
2017-06-01,GOOGL,990.96,988.29,-0.0026943569871640356
2017-06-02,GOOGL,988.59,996.12,0.007616908930901559
2017-06-05,GOOGL,997.89,1003.88,0.0060026656244676355
2017-06-06,GOOGL,1003.31,996.68,-0.006608127099301309
2017-06-07,GOOGL,998.82,1001.59,0.002773272461504557
2017-06-08,GOOGL,1004.23,1004.28,4.9789390876546734e-05
2017-06-09,GOOGL,1005.49,970.12,-0.035176878934648784
2017-06-12,GOOGL,958.72,961.81,0.0032230473965286196
2017-06-13,GOOGL,972.04,970.5,-0.0015842969425126164
2017-06-14,GOOGL,975.5,967.93,-0.0077601230138391085
2017-06-15,GOOGL,948.02,960.18,0.012826733613214878
2017-06-16,GOOGL,957.91,958.62,0.0007411969809272649
2017-06-19,GOOGL,969.65,975.22,0.005744340741504718
2017-06-20,GOOGL,975.31,968.99,-0.006479990977227688
2017-06-21,GOOGL,970.79,978.59,0.008034693394039977
2017-06-22,GOOGL,976.87,976.62,-0.00025591941609426024
2017-06-23,GOOGL,975.5,986.09,0.01085597129677092
2017-06-26,GOOGL,990.0,972.09,-0.01809090909090906
2017-06-27,GOOGL,961.6,948.09,-0.014049500831946745
2017-06-28,GOOGL,950.66,961.01,0.010887173121831174
2017-06-29,GOOGL,951.35,937.82,-0.014221895201555656
2017-06-30,GOOGL,943.99,929.68,-0.015159058888335745
2017-07-03,GOOGL,933.22,919.46,-0.01474464756434709
2017-07-05,GOOGL,924.2,932.26,0.008721056048474297
2017-07-06,GOOGL,925.0,927.69,0.002908108108108167
2017-07-07,GOOGL,930.98,940.81,0.010558766031493616
2017-07-10,GOOGL,941.95,951.0,0.009607728648017361
2017-07-11,GOOGL,950.52,953.53,0.0031666877077809945
2017-07-12,GOOGL,960.86,967.66,0.007076993526632345
2017-07-13,GOOGL,970.8,968.85,-0.0020086526576019075
2017-07-14,GOOGL,974.0,976.91,0.002987679671457873
2017-07-17,GOOGL,976.32,975.96,-0.0003687315634218429
2017-07-18,GOOGL,973.36,986.95,0.013961946248048031
2017-07-19,GOOGL,990.01,992.77,0.0027878506277714274
2017-07-20,GOOGL,997.0,992.19,-0.004824473420260727
2017-07-21,GOOGL,989.0,993.84,0.004893832153690629
2017-07-24,GOOGL,994.1,998.31,0.004234986419877198
2017-07-25,GOOGL,970.7,969.03,-0.001720407953023666
2017-07-26,GOOGL,972.78,965.31,-0.007679023006229597
2017-07-27,GOOGL,969.18,952.51,-0.017200107307208112
2017-07-28,GOOGL,947.99,958.33,0.01090728805156176
2017-07-31,GOOGL,960.0,945.5,-0.015104166666666667
2017-08-01,GOOGL,947.81,946.56,-0.001318829723256771
2017-08-02,GOOGL,948.37,947.64,-0.0007697417674536501
2017-08-03,GOOGL,949.1,940.3,-0.009271941839637624
2017-08-04,GOOGL,943.95,945.79,0.0019492557868530304
2017-08-07,GOOGL,947.52,945.75,-0.0018680344478216628
2017-08-08,GOOGL,944.29,944.19,-0.00010589967065192796
2017-08-09,GOOGL,938.45,940.08,0.001736906601310667
2017-08-10,GOOGL,935.0,923.59,-0.0122032085561497
2017-08-11,GOOGL,923.71,930.09,0.006906929664072052
2017-08-14,GOOGL,939.07,938.93,-0.0001490836678842898
2017-08-15,GOOGL,941.03,938.08,-0.003134862863032987
2017-08-16,GOOGL,941.25,944.27,0.0032084993359893566
2017-08-17,GOOGL,942.95,927.66,-0.016215069727981417
2017-08-18,GOOGL,926.98,926.18,-0.000863017540831591
2017-08-21,GOOGL,925.77,920.87,-0.005292891322898752
2017-08-22,GOOGL,926.96,940.4,0.014499007508414537
2017-08-23,GOOGL,937.0,942.58,0.005955176093916799
2017-08-24,GOOGL,943.71,936.89,-0.0072267963675282125
2017-08-25,GOOGL,939.21,930.5,-0.009273751344214856
2017-08-28,GOOGL,931.88,928.13,-0.004024123277675237
2017-08-29,GOOGL,919.95,935.75,0.017174846459046638
2017-08-30,GOOGL,935.67,943.63,0.00850727286329586
2017-08-31,GOOGL,946.3,955.24,0.009447321145514167
2017-09-01,GOOGL,957.47,951.99,-0.005723416921679027
2017-09-05,GOOGL,946.86,941.48,-0.005681938195720587
2017-09-06,GOOGL,943.87,942.02,-0.001960015680125465
2017-09-07,GOOGL,944.25,949.89,0.005972994440031756
2017-09-08,GOOGL,949.7,941.41,-0.008729072338633334
2017-09-11,GOOGL,947.2,943.29,-0.004127956081081167
2017-09-12,GOOGL,946.92,946.65,-0.0002851349638828854
2017-09-13,GOOGL,945.5,950.44,0.005224748810153416
2017-09-14,GOOGL,946.0,940.13,-0.006205073995771675
2017-09-15,GOOGL,940.09,935.29,-0.005105894116520831
2017-09-18,GOOGL,935.01,929.75,-0.0056256082822643515
2017-09-19,GOOGL,933.41,936.86,0.0036961249611639534
2017-09-20,GOOGL,937.73,947.54,0.010461433461657349
2017-09-21,GOOGL,948.13,947.55,-0.0006117304589033581
2017-09-22,GOOGL,942.77,943.26,0.0005197450067354806
2017-09-25,GOOGL,939.45,934.28,-0.005503219969130952
2017-09-26,GOOGL,936.69,937.43,0.0007900159070769362
2017-09-27,GOOGL,942.74,959.9,0.018202261493094563
2017-09-28,GOOGL,956.25,964.81,0.008951633986928047
2017-09-29,GOOGL,966.0,973.72,0.007991718426501064
2017-10-02,GOOGL,975.65,967.47,-0.008384154153641112
2017-10-03,GOOGL,967.56,972.08,0.004671544917111183
2017-10-04,GOOGL,971.76,966.78,-0.005124722153618196
2017-10-05,GOOGL,972.79,985.19,0.01274684155881546
2017-10-06,GOOGL,980.0,993.64,0.013918367346938762
2017-10-09,GOOGL,995.0,992.31,-0.002703517587939753
2017-10-10,GOOGL,995.3,987.8,-0.007535416457349543
2017-10-11,GOOGL,989.04,1005.65,0.01679406292970963
2017-10-12,GOOGL,1003.84,1005.65,0.0018030761874401752
2017-10-13,GOOGL,1009.11,1007.87,-0.0012288055811556808
2017-10-16,GOOGL,1009.63,1009.35,-0.00027732931866126473
2017-10-17,GOOGL,1007.44,1011.0,0.003533709203525714
2017-10-18,GOOGL,1011.05,1012.74,0.0016715295979427868
2017-10-19,GOOGL,1004.75,1001.84,-0.002896242846479192
2017-10-20,GOOGL,1007.05,1005.07,-0.001966138722009736
2017-10-23,GOOGL,1005.18,985.54,-0.0195387890726039
2017-10-24,GOOGL,986.5,988.49,0.0020172326406487674
2017-10-25,GOOGL,986.27,991.46,0.005262250702140443
2017-10-26,GOOGL,998.47,991.42,-0.007060803028633877
2017-10-27,GOOGL,1030.99,1033.67,0.0025994432535718713
2017-10-30,GOOGL,1029.16,1033.13,0.0038575148664930885
2017-10-31,GOOGL,1033.0,1033.04,3.87221684413975e-05
2017-11-01,GOOGL,1036.32,1042.6,0.006059904276671272
2017-11-02,GOOGL,1039.99,1042.97,0.002865412167424704
2017-11-03,GOOGL,1042.75,1049.99,0.006943179093742516
2017-11-06,GOOGL,1049.1,1042.68,-0.006119531026594077
2017-11-07,GOOGL,1049.65,1052.39,0.0026103939408374304
2017-11-08,GOOGL,1050.05,1058.29,0.00784724536926814
2017-11-09,GOOGL,1048.0,1047.72,-0.0002671755725190579
2017-11-10,GOOGL,1043.87,1044.15,0.00026823263433205295
2017-11-13,GOOGL,1040.8,1041.2,0.0003843197540354448
2017-11-14,GOOGL,1037.72,1041.64,0.0037775122383688015
2017-11-15,GOOGL,1035.0,1036.41,0.0013623188405797893
2017-11-16,GOOGL,1038.75,1048.47,0.009357400722021687
2017-11-17,GOOGL,1049.8,1035.89,-0.013250142884358787
2017-11-20,GOOGL,1036.0,1034.66,-0.0012934362934362144
2017-11-21,GOOGL,1040.04,1050.3,0.009865005192107987
2017-11-22,GOOGL,1051.16,1051.92,0.0007230107690551304
2017-11-24,GOOGL,1054.39,1056.52,0.002020125380551676
2017-11-27,GOOGL,1058.57,1072.01,0.012696373409410861
2017-11-28,GOOGL,1073.99,1063.29,-0.009962848816097027
2017-11-29,GOOGL,1056.18,1037.38,-0.01779999621276672
2017-11-30,GOOGL,1039.94,1036.17,-0.0036252091466815214
2017-12-01,GOOGL,1030.41,1025.07,-0.005182403121087863
2017-12-04,GOOGL,1027.8,1011.87,-0.015499124343257394
2017-12-05,GOOGL,1010.99,1019.6,0.008516404712212796
2017-12-06,GOOGL,1016.52,1032.72,0.015936725298075834
2017-12-07,GOOGL,1036.07,1044.57,0.00820407887497949
2017-12-08,GOOGL,1051.81,1049.38,-0.0023103031916409202
2017-12-11,GOOGL,1051.11,1051.97,0.0008181826830684966
2017-12-12,GOOGL,1050.0,1048.77,-0.0011714285714285887
2017-12-13,GOOGL,1052.08,1051.39,-0.0006558436620787651
2017-12-14,GOOGL,1055.49,1057.47,0.0018759059773186086
2017-12-15,GOOGL,1063.78,1072.0,0.0077271616311643644
2017-12-18,GOOGL,1076.45,1085.09,0.008026383018254328
2017-12-19,GOOGL,1083.02,1079.78,-0.002991634503517949
2017-12-20,GOOGL,1080.92,1073.56,-0.006809014543167049
2017-12-21,GOOGL,1075.39,1070.85,-0.004221724211681521
2017-12-22,GOOGL,1070.0,1068.86,-0.0010654205607477571
2017-12-26,GOOGL,1068.64,1065.85,-0.002610795029196166
2017-12-27,GOOGL,1066.6,1060.2,-0.006000375023438837
2017-12-28,GOOGL,1062.25,1055.95,-0.0059308072487643726
2017-12-29,GOOGL,1055.49,1053.4,-0.0019801229760584354
2017-01-03,AMZN,757.92,753.67,-0.005607451973823095
2017-01-04,AMZN,758.39,757.18,-0.0015954851725366057
2017-01-05,AMZN,761.55,780.45,0.024817805790821473
2017-01-06,AMZN,782.36,795.99,0.01742164732348279
2017-01-09,AMZN,798.0,796.92,-0.0013533834586466678
2017-01-10,AMZN,796.6,795.9,-0.0008787346221441696
2017-01-11,AMZN,793.66,799.02,0.006753521659148771
2017-01-12,AMZN,800.31,813.64,0.016656045782259425
2017-01-13,AMZN,814.32,817.14,0.0034630120837016603
2017-01-17,AMZN,815.7,809.72,-0.007331126639695988
2017-01-18,AMZN,809.5,807.48,-0.002495367510809119
2017-01-19,AMZN,810.0,809.04,-0.00118518518518523
2017-01-20,AMZN,815.28,808.33,-0.008524678638013851
2017-01-23,AMZN,806.8,817.88,0.013733267228557314
2017-01-24,AMZN,822.0,822.44,0.0005352798053528644
2017-01-25,AMZN,825.79,836.52,0.012993618232238243
2017-01-26,AMZN,835.53,839.15,0.004332579320910086
2017-01-27,AMZN,839.0,835.77,-0.003849821215733037
2017-01-30,AMZN,833.0,830.38,-0.003145258103241302
2017-01-31,AMZN,823.75,823.48,-0.0003277693474961843
2017-02-01,AMZN,829.21,832.35,0.003786736773555536
2017-02-02,AMZN,836.59,839.95,0.004016304282862589
2017-02-03,AMZN,806.72,810.2,0.00431376437921462
2017-02-06,AMZN,809.8,807.64,-0.0026673252654976147
2017-02-07,AMZN,809.31,812.5,0.003941629289147613
2017-02-08,AMZN,812.69,819.71,0.008637980041590252
2017-02-09,AMZN,821.6,821.36,-0.0002921129503408095
2017-02-10,AMZN,823.82,827.46,0.004418440921560518
2017-02-13,AMZN,831.62,836.53,0.005904138909598095
2017-02-14,AMZN,837.0,836.39,-0.000728793309438487
2017-02-15,AMZN,834.0,842.7,0.010431654676259047
2017-02-16,AMZN,841.84,844.14,0.0027321106148436216
2017-02-17,AMZN,842.0,845.07,0.0036460807600950714
2017-02-21,AMZN,848.84,856.44,0.008953395221714367
2017-02-22,AMZN,856.95,855.61,-0.0015636851624949318
2017-02-23,AMZN,857.57,852.19,-0.006273540352391053
2017-02-24,AMZN,844.69,845.24,0.0006511264487562946
2017-02-27,AMZN,842.38,848.64,0.007431325530045812
2017-02-28,AMZN,851.45,845.04,-0.007528334018439229
2017-03-01,AMZN,853.05,853.08,3.5167926850813435e-05
2017-03-02,AMZN,853.08,848.91,-0.004888169925446702
2017-03-03,AMZN,847.2,849.88,0.0031633616619451722
2017-03-06,AMZN,845.23,846.61,0.001632691693385227
2017-03-07,AMZN,845.48,846.02,0.0006386904480294787
2017-03-08,AMZN,848.0,850.5,0.00294811320754717
2017-03-09,AMZN,851.0,853.0,0.0023501762632197414
2017-03-10,AMZN,857.0,852.46,-0.005297549591598557
