Date,Name,Close,Open,Return
2016-07-21,IBM,160.45,160.75,-0.0018662519440125125
2016-07-22,IBM,162.07,160.78,0.008023385993282697
2016-07-25,IBM,162.65,162.0,0.004012345679012381
2016-07-26,IBM,162.12,162.65,-0.0032585305871503296
2016-07-27,IBM,161.83,162.12,-0.001788798420922724
2016-07-28,IBM,161.37,161.38,-6.196554715572503e-05
2016-07-29,IBM,160.62,161.36,-0.004586018839861236
2016-08-01,IBM,161.45,160.65,0.004979769685651932
2016-08-02,IBM,160.58,161.27,-0.004278539095926072
2016-08-03,IBM,160.67,160.13,0.0033722600387184917
2016-08-04,IBM,161.55,160.86,0.004289444237224902
2016-08-05,IBM,163.5,162.0,0.009259259259259259
2016-08-08,IBM,162.04,162.73,-0.0042401523996804386
2016-08-09,IBM,161.77,162.22,-0.002774010602884901
2016-08-10,IBM,162.08,162.19,-0.0006782169060976954
2016-08-11,IBM,163.53,162.25,0.00788906009244993
2016-08-12,IBM,161.95,163.19,-0.007598504810343827
2016-08-15,IBM,161.88,162.4,-0.0032019704433498167
2016-08-16,IBM,160.7,161.11,-0.002544845136863168
2016-08-17,IBM,160.44,160.97,-0.003292538982419091
2016-08-18,IBM,161.36,160.89,0.002921250543850005
2016-08-19,IBM,160.04,160.84,-0.004973887092763065
2016-08-22,IBM,160.0,160.0,0.0
2016-08-23,IBM,160.26,160.33,-0.00043659951350353394
2016-08-24,IBM,159.05,159.89,-0.0052536118581523236
2016-08-25,IBM,158.63,159.0,-0.002327044025157261
2016-08-26,IBM,158.32,158.88,-0.0035246727089627535
2016-08-29,IBM,159.72,158.83,0.00560347541396453
2016-08-30,IBM,159.4,159.76,-0.0022533800701050656
2016-08-31,IBM,158.88,159.66,-0.0048853814355505525
2016-09-01,IBM,159.54,158.32,0.007705912076806461
2016-09-02,IBM,159.55,159.88,-0.0020640480360269208
2016-09-06,IBM,160.35,159.88,0.002939704778583931
2016-09-07,IBM,161.64,160.19,0.009051751045633239
2016-09-08,IBM,159.0,160.55,-0.009654313298038064
2016-09-09,IBM,155.69,158.03,-0.014807315066759497
2016-09-12,IBM,158.29,155.26,0.01951565116578643
2016-09-13,IBM,155.81,157.63,-0.011546025502759584
2016-09-14,IBM,154.05,155.7,-0.010597302504816811
2016-09-15,IBM,155.66,154.3,0.008813998703823624
2016-09-16,IBM,153.84,155.04,-0.007739938080495283
2016-09-19,IBM,154.87,154.87,0.0
2016-09-20,IBM,154.45,155.87,-0.009110155899146826
2016-09-21,IBM,155.53,154.91,0.004002323930023914
2016-09-22,IBM,156.11,156.15,-0.0002561639449247009
2016-09-23,IBM,154.98,155.62,-0.004112581930343239
2016-09-26,IBM,153.98,154.46,-0.003107600673313597
2016-09-27,IBM,156.77,154.32,0.015876101607050396
2016-09-28,IBM,158.29,156.99,0.008280782215427626
2016-09-29,IBM,158.11,158.63,-0.003278068461198902
2016-09-30,IBM,158.85,158.9,-0.00031466331025809544
2016-10-03,IBM,157.61,158.06,-0.002847020118942102
2016-10-04,IBM,156.46,157.67,-0.007674256358216399
2016-10-05,IBM,157.08,157.07,6.366588145425179e-05
2016-10-06,IBM,156.88,156.84,0.00025503698036210176
2016-10-07,IBM,155.67,157.14,-0.009354715540282544
2016-10-10,IBM,157.02,156.71,0.0019781762491225974
2016-10-11,IBM,154.79,156.73,-0.012377974861226299
2016-10-12,IBM,154.29,154.97,-0.004387946054075026
2016-10-13,IBM,153.72,153.7,0.0001301236174366313
2016-10-14,IBM,154.45,154.47,-0.00012947497896038216
2016-10-17,IBM,154.77,154.45,0.002071867918420341
2016-10-18,IBM,150.72,150.02,0.004666044527396271
2016-10-19,IBM,151.26,151.27,-6.610696106312769e-05
2016-10-20,IBM,151.52,151.28,0.0015864621893178813
2016-10-21,IBM,149.63,150.58,-0.006308938770089102
2016-10-24,IBM,150.57,150.4,0.001130319148936087
2016-10-25,IBM,150.88,150.69,0.0012608666799389324
2016-10-26,IBM,151.81,150.71,0.007298785747461975
2016-10-27,IBM,153.35,152.82,0.0034681324433974686
2016-10-28,IBM,152.61,154.05,-0.009347614410905534
2016-10-31,IBM,153.69,152.76,0.006087981146897139
2016-11-01,IBM,152.79,153.5,-0.004625407166123831
2016-11-02,IBM,151.95,152.48,-0.0034758656873032606
2016-11-03,IBM,152.37,152.51,-0.0009179725919610935
2016-11-04,IBM,152.43,152.4,0.00019685039370079485
2016-11-07,IBM,155.72,153.99,0.011234495746476976
2016-11-08,IBM,155.17,154.56,0.003946687370600319
2016-11-09,IBM,154.81,152.96,0.01209466527196649
2016-11-10,IBM,160.22,157.66,0.016237473043257657
2016-11-11,IBM,161.27,159.97,0.008126523723198172
2016-11-14,IBM,158.21,161.25,-0.018852713178294525
2016-11-15,IBM,158.67,158.42,0.0015780835753061483
2016-11-16,IBM,159.29,158.46,0.005237914931212824
2016-11-17,IBM,159.8,159.22,0.003642758447431306
2016-11-18,IBM,160.39,159.8,0.0036921151439297554
2016-11-21,IBM,162.77,160.69,0.012944178231377263
2016-11-22,IBM,162.67,163.0,-0.00202453987730069
2016-11-23,IBM,161.98,161.94,0.00024700506360375476
2016-11-25,IBM,163.14,161.83,0.008094914416362687
2016-11-28,IBM,164.52,163.2,0.00808823529411778
2016-11-29,IBM,163.53,164.0,-0.0028658536585365784
2016-11-30,IBM,162.22,163.35,-0.006917661463115981
2016-12-01,IBM,159.82,161.95,-0.013152207471441775
2016-12-02,IBM,160.02,159.0,0.0064150943396227055
2016-12-05,IBM,159.84,160.85,-0.006279142057817787
2016-12-06,IBM,160.35,160.13,0.0013738837194779171
2016-12-07,IBM,164.79,160.6,0.026089663760896626
2016-12-08,IBM,165.36,164.87,0.0029720385758476926
2016-12-09,IBM,166.52,165.18,0.008112362271461457
2016-12-12,IBM,165.5,166.72,-0.007317658349328208
2016-12-13,IBM,168.29,165.68,0.015753259295026467
2016-12-14,IBM,168.51,168.37,0.0008315020490585398
2016-12-15,IBM,168.02,168.01,5.952026665090963e-05
2016-12-16,IBM,166.73,168.97,-0.013256791146357395
2016-12-19,IBM,166.68,166.83,-0.0008991188635137905
2016-12-20,IBM,167.6,167.49,0.0006567556272015357
2016-12-21,IBM,167.33,166.25,0.006496240601503835
2016-12-22,IBM,167.06,167.36,-0.0017925430210325726
2016-12-23,IBM,166.71,167.0,-0.0017365269461077368
2016-12-27,IBM,167.14,166.98,0.0009581985866570643
2016-12-28,IBM,166.19,167.29,-0.006575407974176546
2016-12-29,IBM,166.6,166.02,0.003493554993374196
2016-12-30,IBM,165.99,166.44,-0.0027036770007209123
2016-01-04,JPM,63.62,63.95,-0.005160281469898442
2016-01-05,JPM,63.73,63.7,0.0004709576138146629
2016-01-06,JPM,62.81,62.72,0.0014349489795918912
2016-01-07,JPM,60.27,61.46,-0.01936218678815486
2016-01-08,JPM,58.92,61.13,-0.036152461966301334
2016-01-11,JPM,58.83,58.83,0.0
2016-01-12,JPM,58.96,59.45,-0.008242220353238048
2016-01-13,JPM,57.34,59.46,-0.03565422132526064
2016-01-14,JPM,58.2,58.16,0.0006877579092160635
2016-01-15,JPM,57.04,56.45,0.010451727192205426
2016-01-19,JPM,57.01,57.73,-0.012471851723540602
2016-01-20,JPM,55.51,55.63,-0.002157109473305852
2016-01-21,JPM,55.25,55.74,-0.008790814495873735
2016-01-22,JPM,56.95,56.44,0.009036144578313345
2016-01-25,JPM,55.66,56.48,-0.014518413597733718
2016-01-26,JPM,57.08,55.85,0.02202327663384059
2016-01-27,JPM,57.04,57.08,-0.0007007708479327111
2016-01-28,JPM,57.28,57.52,-0.004172461752433971
2016-01-29,JPM,59.5,57.83,0.028877745114992248
2016-02-01,JPM,58.86,59.16,-0.0050709939148072545
2016-02-02,JPM,57.03,57.88,-0.014685556323427806
2016-02-03,JPM,57.41,57.37,0.000697228516646316
2016-02-04,JPM,58.4,57.06,0.023484051875219
2016-02-05,JPM,57.75,58.58,-0.01416865824513483
2016-02-08,JPM,56.54,56.69,-0.0026459693067560166
2016-02-09,JPM,56.2,55.29,0.016458672454331774
2016-02-10,JPM,55.52,56.57,-0.01856107477461547
2016-02-11,JPM,53.07,53.9,-0.015398886827458224
2016-02-12,JPM,57.49,55.65,0.03306379155435765
2016-02-16,JPM,58.35,58.23,0.0020607934054611807
2016-02-17,JPM,58.77,58.85,-0.0013593882752760968
2016-02-18,JPM,57.81,58.84,-0.017505098572399746
2016-02-19,JPM,57.82,57.5,0.0055652173913043525
2016-02-22,JPM,58.57,58.51,0.0010254657323534827
2016-02-23,JPM,56.12,57.9,-0.03074265975820382
2016-02-24,JPM,56.14,55.2,0.017028985507246335
2016-02-25,JPM,57.01,56.13,0.015677890611081335
2016-02-26,JPM,57.54,57.64,-0.0017349063150590115
2016-02-29,JPM,56.3,57.41,-0.01933461069500086
2016-03-01,JPM,59.2,56.76,0.04298801973220587
2016-03-02,JPM,59.76,59.2,0.009459459459459377
2016-03-03,JPM,59.96,59.58,0.006377979187646905
2016-03-04,JPM,60.05,60.1,-0.0008319467554077248
2016-03-07,JPM,59.94,59.54,0.006718172657037262
2016-03-08,JPM,58.78,59.21,-0.0072622867758824474
2016-03-09,JPM,59.12,59.15,-0.0005071851225697571
2016-03-10,JPM,58.61,59.59,-0.01644571236784702
2016-03-11,JPM,59.34,59.39,-0.000841892574507445
2016-03-14,JPM,59.12,59.15,-0.0005071851225697571
2016-03-15,JPM,59.2,58.54,0.011274342330030811
2016-03-16,JPM,58.92,58.98,-0.0010172939979653302
2016-03-17,JPM,58.75,58.77,-0.0003403096818105007
2016-03-18,JPM,60.48,60.05,0.007160699417152369
2016-03-21,JPM,60.46,60.22,0.00398538691464633
2016-03-22,JPM,60.24,59.99,0.004167361226871145
2016-03-23,JPM,59.94,60.34,-0.006629101756712059
2016-03-24,JPM,59.48,59.3,0.0030354131534569935
2016-03-28,JPM,59.4,59.53,-0.0021837728876197304
2016-03-29,JPM,59.03,59.33,-0.005056463846283451
2016-03-30,JPM,59.71,59.46,0.004204507231752439
2016-03-31,JPM,59.22,59.45,-0.0038687973086628086
2016-04-01,JPM,59.87,59.02,0.014401897661809458
2016-04-04,JPM,59.2,59.44,-0.00403768506056519
2016-04-05,JPM,58.36,58.59,-0.003925584570745929
2016-04-06,JPM,58.81,58.18,0.010828463389480965
2016-04-07,JPM,57.32,58.26,-0.016134569172674182
2016-04-08,JPM,57.74,57.71,0.0005198405822214718
2016-04-11,JPM,58.2,57.91,0.005007770678639376
2016-04-12,JPM,59.28,58.34,0.016112444292080867
2016-04-13,JPM,61.79,60.48,0.02166005291005295
2016-04-14,JPM,62.59,61.69,0.014589074404279555
2016-04-15,JPM,61.87,62.88,-0.0160623409669212
2016-04-18,JPM,62.27,61.64,0.010220635950681418
2016-04-19,JPM,63.32,62.55,0.012310151878497252
2016-04-20,JPM,64.24,63.48,0.011972274732199088
2016-04-21,JPM,63.6,64.26,-0.010270774976657387
2016-04-22,JPM,63.97,63.64,0.0051854179761156236
2016-04-25,JPM,63.6,63.6,0.0
2016-04-26,JPM,63.93,63.81,0.0018805829807239842
2016-04-27,JPM,64.11,63.86,0.0039148136548700285
2016-04-28,JPM,63.6,63.64,-0.0006285355122564291
2016-04-29,JPM,63.2,63.09,0.0017435409732128614
2016-05-02,JPM,63.79,63.69,0.0015701051970482246
2016-05-03,JPM,62.56,62.9,-0.005405405405405347
2016-05-04,JPM,61.57,61.75,-0.0029149797570850156
2016-05-05,JPM,61.24,61.6,-0.005844155844155835
2016-05-06,JPM,61.6,60.7,0.014827018121911013
2016-05-09,JPM,61.21,61.37,-0.0026071370376404856
2016-05-10,JPM,62.04,61.55,0.007961007311129196
2016-05-11,JPM,61.81,61.97,-0.0025818944650636854
2016-05-12,JPM,61.77,62.27,-0.008029548739360848
2016-05-13,JPM,61.2,61.7,-0.008103727714748784
2016-05-16,JPM,61.66,61.21,0.007351739911779051
2016-05-17,JPM,61.66,61.43,0.003744098974442404
2016-05-18,JPM,64.04,61.7,0.03792544570502437
2016-05-19,JPM,63.39,63.53,-0.0022036832992287196
2016-05-20,JPM,63.51,63.86,-0.005480739116818061
2016-05-23,JPM,63.46,63.45,0.0001576044129235305
2016-05-24,JPM,64.54,63.94,0.009383797309978239
2016-05-25,JPM,65.52,64.94,0.008931321219587285
2016-05-26,JPM,65.03,65.57,-0.008235473539728413
2016-05-27,JPM,65.43,65.21,0.003373715687778149
2016-05-31,JPM,65.27,65.73,-0.006998326487144499
2016-06-01,JPM,65.69,64.76,0.014360716491661403
2016-06-02,JPM,65.81,65.52,0.004426129426129521
2016-06-03,JPM,64.64,64.25,0.006070038910505845
2016-06-06,JPM,65.28,64.64,0.00990099009900991
2016-06-07,JPM,65.06,65.45,-0.0059587471352177315
2016-06-08,JPM,65.25,64.93,0.0049283844139841855
2016-06-09,JPM,64.75,64.79,-0.0006173792251891688
2016-06-10,JPM,63.84,63.93,-0.0014077897700609464
2016-06-13,JPM,63.27,63.48,-0.003308128544423342
2016-06-14,JPM,62.08,62.68,-0.009572431397575007
2016-06-15,JPM,61.97,62.41,-0.007050152219195606
2016-06-16,JPM,62.22,61.45,0.012530512611879511
2016-06-17,JPM,62.28,62.3,-0.0003210272873193583
2016-06-20,JPM,62.37,63.45,-0.017021276595744764
2016-06-21,JPM,62.95,62.73,0.0035070938944684518
2016-06-22,JPM,62.71,62.95,-0.0038125496425735024
2016-06-23,JPM,64.05,63.7,0.005494505494505405
2016-06-24,JPM,59.6,60.48,-0.014550264550264477
2016-06-27,JPM,57.61,58.71,-0.018736160790325352
2016-06-28,JPM,59.52,59.19,0.005575266092245403
2016-06-29,JPM,61.2,60.36,0.013916500994035842
2016-06-30,JPM,62.14,61.63,0.008275190653902288
2016-07-01,JPM,61.26,61.52,-0.004226267880364192
2016-07-05,JPM,59.55,60.45,-0.014888337468982724
2016-07-06,JPM,60.19,59.01,0.0199966107439417
2016-07-07,JPM,60.58,60.52,0.000991407799074606
2016-07-08,JPM,61.83,61.33,0.008152616990053808
2016-07-11,JPM,62.27,62.42,-0.002403075937199593
2016-07-12,JPM,63.2,63.03,0.0026971283515786404
2016-07-13,JPM,63.16,63.08,0.0012682308180088505
2016-07-14,JPM,64.12,64.74,-0.009576768612913043
2016-07-15,JPM,64.18,64.75,-0.008803088803088699
2016-07-18,JPM,63.96,64.13,-0.002650865429596049
2016-07-19,JPM,63.86,63.61,0.003930199654142431
2016-07-20,JPM,63.93,64.11,-0.002807674309780061
2016-07-21,JPM,63.69,64.0,-0.0048437500000000355
2016-07-22,JPM,64.04,63.9,0.002190923317684001
2016-07-25,JPM,63.87,63.98,-0.0017192872772741393
2016-07-26,JPM,64.13,63.98,0.002344482650828362
2016-07-27,JPM,64.33,64.08,0.0039013732833957553
2016-07-28,JPM,64.1,64.0,0.0015624999999999112
2016-07-29,JPM,63.97,63.8,0.0026645768025078636
2016-08-01,JPM,63.8,64.15,-0.005455962587685245
2016-08-02,JPM,63.65,63.59,0.0009435445824814463
2016-08-03,JPM,64.66,63.69,0.015230020411367545
2016-08-04,JPM,64.56,64.49,0.0010854396030393456
2016-08-05,JPM,66.3,65.14,0.0178077985876573
2016-08-08,JPM,66.1,66.07,0.0004540638716512962
2016-08-09,JPM,65.87,66.18,-0.004684194620731373
2016-08-10,JPM,65.28,65.92,-0.009708737864077678
2016-08-11,JPM,65.46,65.27,0.002910985138654784
2016-08-12,JPM,65.32,64.97,0.005387101739264188
2016-08-15,JPM,65.72,65.56,0.0024405125076265495
2016-08-16,JPM,65.71,65.36,0.00535495716034263
2016-08-17,JPM,65.89,65.8,0.0013677811550152495
2016-08-18,JPM,65.95,65.62,0.005028954587016127
2016-08-19,JPM,65.86,65.72,0.0021302495435179636
2016-08-22,JPM,65.8,65.75,0.0007604562737642154
2016-08-23,JPM,65.77,66.07,-0.004540638716512747
2016-08-24,JPM,65.95,65.99,-0.0006061524473403855
2016-08-25,JPM,66.07,65.91,0.00242755272341066
2016-08-26,JPM,66.22,66.33,-0.0016583747927031423
2016-08-29,JPM,66.95,66.49,0.0069183335839977135
2016-08-30,JPM,67.5,66.96,0.008064516129032352
2016-08-31,JPM,67.5,67.46,0.0005929439667952306
2016-09-01,JPM,67.21,67.64,-0.0063571850975755
2016-09-02,JPM,67.49,67.4,0.0013353115727001363
2016-09-06,JPM,67.44,67.5,-0.0008888888888889225
2016-09-07,JPM,67.16,67.16,0.0
2016-09-08,JPM,67.25,67.22,0.0004462957453139116
2016-09-09,JPM,66.65,67.03,-0.0056691033865432705
2016-09-12,JPM,67.06,66.14,0.013909888116117352
2016-09-13,JPM,66.53,66.11,0.006353047950385746
2016-09-14,JPM,66.4,66.27,0.001961671948091288
2016-09-15,JPM,66.64,66.29,0.005279831045406461
2016-09-16,JPM,65.82,66.09,-0.00408533817521577
2016-09-19,JPM,66.19,66.15,0.0006046863189719129
2016-09-20,JPM,66.46,66.75,-0.004344569288389607
2016-09-21,JPM,66.84,66.84,0.0
2016-09-22,JPM,67.39,66.99,0.00597104045379916
2016-09-23,JPM,67.25,67.39,-0.0020774595637335002
2016-09-26,JPM,65.78,66.6,-0.012312312312312211
2016-09-27,JPM,66.36,65.41,0.014523773123375674
2016-09-28,JPM,66.71,66.58,0.0019525382997896583
2016-09-29,JPM,65.65,66.7,-0.01574212893553219
2016-09-30,JPM,66.59,66.08,0.007717917675544872
2016-10-03,JPM,66.51,66.35,0.0024114544084402533
2016-10-04,JPM,66.6,66.21,0.005890348889895795
2016-10-05,JPM,67.69,66.89,0.011959934220361745
2016-10-06,JPM,67.87,67.73,0.0020670308578178143
2016-10-07,JPM,68.11,67.79,0.004720460244873774
2016-10-10,JPM,68.64,68.34,0.004389815627743593
2016-10-11,JPM,68.31,68.5,-0.002773722627737193
2016-10-12,JPM,68.13,68.26,-0.0019044828596544046
2016-10-13,JPM,67.74,67.46,0.004150607767565982
2016-10-14,JPM,67.52,68.8,-0.018604651162790715
2016-10-17,JPM,67.17,67.42,-0.003708098487095817
2016-10-18,JPM,67.7,67.85,-0.0022107590272659027
2016-10-19,JPM,68.35,67.81,0.007963427223123315
2016-10-20,JPM,68.26,68.08,0.0026439482961223095
2016-10-21,JPM,68.49,67.81,0.010028019466155325
2016-10-24,JPM,68.87,68.97,-0.0014499057561257694
2016-10-25,JPM,68.8,68.88,-0.001161440185830405
2016-10-26,JPM,69.13,68.37,0.011115986543805629
2016-10-27,JPM,69.23,69.49,-0.0037415455461216134
2016-10-28,JPM,69.11,69.53,-0.006040558032503979
2016-10-31,JPM,69.26,69.43,-0.00244850928993233
2016-11-01,JPM,68.97,69.48,-0.007340241796200419
2016-11-02,JPM,68.68,68.65,0.0004369992716678971
2016-11-03,JPM,68.38,68.86,-0.006970665117630032
2016-11-04,JPM,67.76,68.49,-0.010658490290553217
2016-11-07,JPM,69.88,69.08,0.011580775911986063
2016-11-08,JPM,70.03,69.7,0.004734576757532256
2016-11-09,JPM,73.25,71.46,0.02504897844948232
2016-11-10,JPM,76.65,74.22,0.032740501212611246
2016-11-11,JPM,76.69,76.3,0.005111402359108789
2016-11-14,JPM,79.51,77.25,0.029255663430420777
2016-11-15,JPM,79.36,78.37,0.012632384841138124
2016-11-16,JPM,77.4,78.22,-0.010483252365123923
2016-11-17,JPM,78.02,77.93,0.001154882586936856
2016-11-18,JPM,77.71,77.96,-0.003206772703950744
2016-11-21,JPM,78.05,78.0,0.0006410256410256046
2016-11-22,JPM,78.53,78.34,0.0024253255042123783
2016-11-23,JPM,78.86,78.87,-0.00012679092177006612
2016-11-25,JPM,78.83,79.1,-0.003413400758533452
2016-11-28,JPM,78.32,78.18,0.001790739319518884
2016-11-29,JPM,78.92,78.39,0.006761066462559014
2016-11-30,JPM,80.17,79.92,0.003128128128128128
2016-12-01,JPM,81.79,80.65,0.014135151890886552
2016-12-02,JPM,81.6,81.8,-0.0024449877750611594
2016-12-05,JPM,83.26,82.3,0.011664641555285639
2016-12-06,JPM,83.69,83.6,0.001076555023923486
